# Reference QAOA results — satisfaction fractions and optimised angles
# Source: QOKit max_k_xor_sat module (C++ tensor contraction, double-double precision)
# Convention: phase gate e^{-i*(gamma/2)*Z^k}, mixer Rx(2*beta)
# gamma and beta fields use ; as separator for multiple depth values
# All configurations use clause_sign = +1 (XORSAT)
# Format: k,D,p,ctilde,source,gamma,beta
2,3,1,0.692450089730,qokit-cpp-dd,0.615479708669823,0.392699081584979
3,7,15,0.797649270381,qokit-cpp-dd,0.15261216528748;0.280654340534309;0.305063318740563;0.316970015651089;0.321225548464568;0.323561014544715;0.325733568430227;0.328807588810315;0.333650842436349;0.341656411095289;0.354928925300758;0.37725984350228;0.406168269813893;0.46584530207626;0.518929664445773,0.377935258605854;0.303656871614151;0.280192076653859;0.272948220909879;0.269261190849951;0.267049904629017;0.264535146187882;0.260474401484229;0.25430223116077;0.244517970585294;0.229345443260838;0.206209220497412;0.175013492234632;0.131033975465196;0.0613873995066342
3,7,16,0.800148158389,qokit-cpp-dd,0.14992402918844;0.275481819859599;0.300552083572674;0.312931041958632;0.317020567821629;0.319298977475496;0.320848560999865;0.32266864719646;0.325565988426774;0.331288070849431;0.340803953354032;0.354901637795052;0.379629646942024;0.40863216795452;0.468925089585746;0.521095968031584,0.376834842595869;0.302181502846069;0.278500278284785;0.271237588280402;0.267649656331877;0.265886533956373;0.264038027600146;0.260927083423068;0.256146864554545;0.249390411197937;0.238571158805011;0.222744996407619;0.199104750678533;0.168253377061875;0.125128791066594;0.0579118313593165
3,8,1,0.620630694864,qokit-cpp-dd,0.380218841785849,0.288791111159885
3,8,2,0.664733283266,qokit-cpp-dd,0.290089589428052;0.480047209579145,0.352895517600479;0.208519793079728
3,8,3,0.692062759056,qokit-cpp-dd,0.248780500554303;0.413280584979984;0.470483021377882,0.374817722652017;0.277535969813476;0.170729008409846
3,8,4,0.710680760718,qokit-cpp-dd,0.223263782917816;0.373920102651283;0.414537086750919;0.467620542030731,0.380596038368842;0.300614022902111;0.244985267803771;0.146183962727788
3,8,5,0.724527020630,qokit-cpp-dd,0.205514377280842;0.349276368410408;0.37742122175822;0.414160482499591;0.46590688865622,0.383774996342876;0.309222465668074;0.270281516176533;0.224378216531875;0.128514426861116
3,8,6,0.735252689969,qokit-cpp-dd,0.192481282057754;0.330939896545604;0.355028704257476;0.376658482890959;0.413113696849885;0.465256235427268,0.384893342107237;0.312485516405504;0.281210839854205;0.253218706031775;0.208158256675956;0.115035521598146
3,8,7,0.743840504225,qokit-cpp-dd,0.182328600973384;0.316900121926585;0.338992380617688;0.354826531889844;0.373931913165472;0.412802713548013;0.465147557423304,0.385075602453188;0.31348736614586;0.285725605281967;0.266851205081774;0.23993713740816;0.19452948021204;0.104333458395241
3,8,8,0.750893536304,qokit-cpp-dd,0.174187943803949;0.30558576754209;0.326727189296475;0.339846419440873;0.352044827326327;0.371633348916272;0.413325994543709;0.465571937536045,0.384737709944494;0.313218661803799;0.287334617524097;0.273398613186456;0.255942349599042;0.228616936406252;0.1826944590633;0.0955888483594819
3,8,9,0.756802858608,qokit-cpp-dd,0.167414815277532;0.296113279565543;0.316966514442299;0.328617031280756;0.337196091155165;0.349239428771764;0.370149946369334;0.414534768228543;0.466343245245268,0.384003350502422;0.312321122094903;0.287506670997959;0.276231541721009;0.264415222078048;0.246711272453426;0.218531164121042;0.172264066580509;0.0882632420800567
3,8,10,0.761833848438,qokit-cpp-dd,0.161704450894623;0.28803838367649;0.308826163729048;0.319775969946144;0.326287024307728;0.334032331924847;0.347083045562997;0.369553051326141;0.416209091526381;0.467226851509262,0.383097991316554;0.311051853851897;0.286839307355941;0.277233322547914;0.268521658924107;0.257093466248256;0.238396128021631;0.209464540816834;0.163006258574863;0.0820905337277776
3,8,11,0.766173818724,qokit-cpp-dd,0.156792545241582;0.281035752266193;0.301918658066152;0.312524327601674;0.31781436836452;0.323124853311791;0.331327517882791;0.34574586131339;0.369461093211185;0.418133285222197;0.468326050884347,0.382145750243457;0.309615045980251;0.285721322509706;0.277081541289061;0.270312493822157;0.262489635761154;0.250538687479651;0.230551710782574;0.200954472163174;0.154658446441586;0.0767207238416699
3,8,12,0.769959604399,qokit-cpp-dd,0.152575074329794;0.274925676224758;0.295923455195248;0.306427516466958;0.310952646459005;0.314775963063976;0.320175244809747;0.329210803578434;0.345103639766198;0.36996980683835;0.420266512686648;0.469508522784262,0.381179851697982;0.308040301086621;0.284408464301288;0.276351508413954;0.270784317903763;0.265265722286414;0.257195826082791;0.244374561553692;0.223154521111047;0.193080380908831;0.147118978197;0.0720678546148556
3,8,13,0.773293640181,qokit-cpp-dd,0.148795116152866;0.269461478860531;0.290682324528122;0.301107089361573;0.305171048177732;0.308103731847319;0.311859185105137;0.317732457402043;0.327665324540938;0.345020079147859;0.370832568554836;0.422449580604059;0.470721215212556,0.380125576368765;0.306517230082316;0.282966575845451;0.275207095971861;0.27046675282867;0.266479841636249;0.261057194552755;0.252221122471561;0.238498137138224;0.216147995842408;0.185844613550933;0.14030932588145;0.0679740190266209
3,8,14,0.776253632243,qokit-cpp-dd,0.145513332468673;0.26457887836527;0.285998445769088;0.296400951676196;0.300173309781436;0.302514676038185;0.305039768213516;0.308862151898824;0.315332268937537;0.326368210926582;0.345183905742983;0.372059859030772;0.424839995348047;0.471883984012103,0.379001524337008;0.30493599827793;0.281369450848844;0.273808280415122;0.269562711842212;0.266514190524907;0.26262718587355;0.25651859732722;0.246861280646702;0.232258480251819;0.209055807584707;0.178742131014211;0.133735636523903;0.0642148012836446
3,8,15,0.778896365472,qokit-cpp-dd,0.142131500058795;0.26009258022311;0.281751320620676;0.292200008228422;0.295762684405963;0.297691615226164;0.299477360749011;0.301965940223907;0.306165136713319;0.313553487814462;0.325756046794593;0.34581753202082;0.373649639161001;0.427075351053913;0.473046256415173,0.377856462511978;0.303325500223736;0.279651099007815;0.272211692571511;0.268281672485656;0.2658107381835;0.262873951787561;0.258161872045496;0.251351939792846;0.240936323161648;0.225569856276969;0.201937851044014;0.17178466725269;0.127555832616636;0.0604800171091217
3,8,16,0.781264521957,qokit-cpp-dd,0.139599624498522;0.255354992903499;0.277692770934435;0.288575848645033;0.291882018568969;0.293732842628766;0.294905198145787;0.296202131920381;0.298402245245459;0.303420677908729;0.312238785013062;0.325403156283299;0.347356296925401;0.375416268648219;0.429204018717937;0.474197740595048,0.376735281597504;0.301816163041795;0.278002621268967;0.270544285401264;0.266719612758234;0.264689762254143;0.262410923813311;0.258612334397865;0.253155069766497;0.245851575774438;0.234362811223588;0.218791038655268;0.194681501998486;0.16498815173201;0.121700652589121;0.0568944136513388
4,5,1,0.666029441080,qokit-cpp-dd,0.507026446140969,0.233425441967725
4,5,2,0.727176258179,qokit-cpp-dd,0.393154161112607;0.629497126127481,0.27790766382888;0.172610266262746
4,5,3,0.764453575179,qokit-cpp-dd,0.339658707494496;0.547219224130433;0.622828481347291,0.286601801299172;0.226812719408939;0.145385594144786
4,5,4,0.789496021525,qokit-cpp-dd,0.30788660885797;0.49696482708025;0.550910549904233;0.618803975513869,0.285471026588747;0.236200549524053;0.208001693456985;0.127632205717025
4,5,5,0.807821743205,qokit-cpp-dd,0.286568156827473;0.467536648436079;0.504468029810174;0.547246671532756;0.61536047515644,0.283646424793077;0.236799813264888;0.21873258654049;0.195873914343899;0.114336380703798
4,5,6,0.821877185279,qokit-cpp-dd,0.271154588006589;0.44592122287529;0.477954414970375;0.501534770244388;0.541881855699875;0.613521114484289,0.281342623786045;0.23478913021215;0.221642293074071;0.209171471398309;0.185988834433991;0.103858236491945
4,5,7,0.833005593849,qokit-cpp-dd,0.259188377225708;0.42934773753686;0.459011421044035;0.475282884021584;0.495269624999534;0.537660832148233;0.612761473676853,0.278923350809254;0.232228123631358;0.220522358575353;0.21470333331758;0.202170573845775;0.177434822193849;0.0954895535477586
4,5,8,0.842036928203,qokit-cpp-dd,0.249655183940728;0.416024123269568;0.444487678249713;0.457346593805258;0.467793763416413;0.489257656185725;0.53445383285876;0.61231291825362,0.276626775467343;0.229387889351428;0.218399820088923;0.214640638516685;0.21001580888829;0.196259729541273;0.169811899456278;0.088687880010892
4,5,9,0.849514443219,qokit-cpp-dd,0.241725392393809;0.404955452559987;0.433062658499679;0.444076923996547;0.450398416338904;0.460273845421111;0.484512445624168;0.532781510256553;0.61267537904499,0.274420891592892;0.226660030954545;0.215918399314824;0.213328646561781;0.211125964264998;0.206291665654272;0.191026210965875;0.162921365026093;0.0829301230950676
4,5,10,0.855813447586,qokit-cpp-dd,0.235169816583213;0.395651738565925;0.423636373068171;0.433671577831828;0.437709369679682;0.443008274338942;0.453761288278199;0.481133708157269;0.53241816001405;0.613800165189345,0.272403868499685;0.224079578441127;0.213369645634644;0.211341302372953;0.210577597277753;0.208477732165545;0.20293337646477;0.186052087203663;0.156427585069572;0.0778311424535248
4,5,11,0.861199578270,qokit-cpp-dd,0.229627234585842;0.38772049616973;0.415739974888292;0.425229272800896;0.427781953611966;0.430607730474455;0.436439125717186;0.448469762958063;0.479053178366832;0.53333521142312;0.615781165050533,0.270577406198858;0.221705767784372;0.210942269620514;0.209105175874279;0.209130053861888;0.208690923856804;0.206071565324555;0.199630988326368;0.181169978217253;0.150213023191093;0.0732614061732726
4,5,12,0.865865284713,qokit-cpp-dd,0.224860888984036;0.380876142805526;0.409103267330196;0.418229283952678;0.419898777001063;0.421058404747701;0.424202220632069;0.431081531424481;0.444655275007646;0.478474360076624;0.535803222992131;0.619000674015024,0.268897293295872;0.219590964370587;0.208704094622297;0.206919080528019;0.207344677662516;0.207848949077859;0.207063386753225;0.203681435794418;0.196315433388095;0.176253024861824;0.144084820170279;0.0689925744758326
4,5,13,0.869953620742,qokit-cpp-dd,0.220795768432094;0.374984677447104;0.403248558683377;0.412318471477365;0.413426459552179;0.41337256828471;0.414781986349633;0.418910514402126;0.427006810935561;0.442275168826935;0.479360273481937;0.53983065215854;0.623552711687004,0.267448905449254;0.21763415942461;0.206612701401491;0.20485416837914;0.205431809431409;0.206452284885596;0.206832362135409;0.205404040430751;0.201011889212408;0.192802677070219;0.17109166683232;0.137955248430418;0.0650334200891129
4,5,14,0.873573182941,qokit-cpp-dd,0.217100869639584;0.369423389163049;0.397807868884405;0.406697115227983;0.407511546500948;0.406805781573916;0.406898510144691;0.409060974180175;0.414140384644283;0.423817607765972;0.440971649868586;0.481089240297968;0.544514978528728;0.628364956131657,0.265975096063762;0.215649160751841;0.204536354385874;0.202693846564494;0.203405523022564;0.204714827716657;0.205697339661639;0.205489234218267;0.20328549509322;0.1979271216781;0.18885576236217;0.165529799624384;0.131718030248172;0.0614055049007656
4,5,15,0.876798429366,qokit-cpp-dd,0.213405970847074;0.364128727949214;0.392332722375408;0.401153187457348;0.40176438019363;0.400704618905667;0.400143624934733;0.401177497975232;0.404155004077815;0.410499488163764;0.421705938431377;0.440967767670685;0.483662595558044;0.549217578909553;0.633177200576309,0.264501286678271;0.213737189120111;0.202486106896785;0.200569513949432;0.201302644953262;0.202771063947786;0.20404594459201;0.204354211744496;0.203481462797934;0.200476791043706;0.19434969861594;0.18421672515417;0.159774974995217;0.125853569636484;0.0577775897124183
4,5,16,0.879668071295,qokit-cpp-dd,0.209668741959515;0.359562972127596;0.38709124418041;0.39606472529303;0.396088023284487;0.395032924195901;0.393924867510504;0.39453351710139;0.396253990773704;0.400333053295535;0.407699503819247;0.421195582263175;0.441990813291879;0.486753943366334;0.553884661705756;0.637992426701975,0.262888000425933;0.211659667320955;0.200375817252957;0.198353431796552;0.199158288720371;0.200660409345957;0.202191403451407;0.202674189360754;0.202346517498292;0.20068453621743;0.197408956570428;0.189756413122179;0.179266864096514;0.153953650373859;0.120328145919785;0.0541767867176748
4,6,1,0.650449645147,qokit-cpp-dd,0.460219804114701,0.233983319409819
4,6,2,0.706214179098,qokit-cpp-dd,0.356356041800958;0.565143857536945,0.276248595882268;0.172397653626764
4,6,3,0.740484166350,qokit-cpp-dd,0.30800419268441;0.490841123274155;0.554466919387059,0.285411714453431;0.223807941808573;0.144605817426634
4,6,4,0.763757887292,qokit-cpp-dd,0.27924390150808;0.446110133204558;0.490911034299634;0.548629366394143,0.284846925913402;0.234159268353982;0.204170243043631;0.126392288686087
4,6,5,0.780932584941,qokit-cpp-dd,0.259711513446111;0.41931463461932;0.44943883928844;0.486379549603835;0.544390777757312,0.283340354218716;0.235363751880585;0.216332760870101;0.191631094991596;0.112937391425993
4,6,6,0.794189580677,qokit-cpp-dd,0.245595347471617;0.399764967372023;0.425441694001645;0.445128480135582;0.481047503661988;0.541806008863961,0.281319577553879;0.233814126877639;0.219693490201375;0.206628003094563;0.181596681012622;0.102385470266787
4,6,7,0.804756439620,qokit-cpp-dd,0.234663747221377;0.384760725178868;0.408423247802156;0.421832554345482;0.438437179271615;0.476882092621602;0.540335903255878,0.279100184385476;0.231536090907173;0.219181926984413;0.212432750955539;0.199348760143582;0.172847934532503;0.0939411293197521
4,6,8,0.813388775838,qokit-cpp-dd,0.22597410190738;0.372785392136264;0.395443127969825;0.405729587578396;0.414800101877186;0.432480335702853;0.473976710397328;0.539488705089213,0.276953861931618;0.228981373634518;0.217390335558765;0.213134022368417;0.207521177418479;0.193119326899203;0.165017411189866;0.0870008579682923
4,6,9,0.820580636966,qokit-cpp-dd,0.2188410024462;0.362842072461234;0.385151339932345;0.393828454483317;0.39895933591319;0.408043598952052;0.427894013673304;0.472422782665644;0.539399402900246,0.274873999250691;0.226415333549207;0.215160038986267;0.212193023004817;0.209399066384676;0.203535772518605;0.187482075662591;0.15787049209135;0.0811045154901466
4,6,10,0.826671298994,qokit-cpp-dd,0.212982807853072;0.354476637400442;0.376613059674586;0.384519757963308;0.387486126140171;0.392088600810185;0.402343025628767;0.424543974069777;0.471881564038277;0.539883533179013,0.272964599088147;0.223932878248013;0.21281774701074;0.210469132230984;0.209312366555134;0.206490521876211;0.199910381083035;0.18213913646306;0.151252070769338;0.0760011252338524
4,6,11,0.831899812108,qokit-cpp-dd,0.207888597246715;0.347219215465549;0.369477382075805;0.376870620352572;0.378538250895516;0.380782121649203;0.386114888971563;0.397737061949471;0.422315279230773;0.472234705045371;0.540800727552754,0.271136094961546;0.221646313185631;0.210539239454906;0.208428548957963;0.208171516920789;0.20737412166064;0.203851449917753;0.196397565135343;0.177055960455383;0.145108832051458;0.0715109199285548
4,6,12,0.836438672079,qokit-cpp-dd,0.203470671178867;0.340917564845324;0.363188132738325;0.370368370333293;0.37133816212377;0.371992187710197;0.374588496681251;0.38101795583643;0.394203662900017;0.420893253805212;0.473063062764289;0.542000796423865,0.269494401025843;0.219490051998085;0.208287760042642;0.206340954159429;0.20653512877031;0.206800188006327;0.20562901139805;0.201236430158988;0.19290601273879;0.172111121345752;0.139390745042002;0.0675544789883
4,6,13,0.840415645130,qokit-cpp-dd,0.19957061658612;0.335278779053743;0.357773454263496;0.364759414072727;0.365246339003723;0.364977943921666;0.365840262565185;0.369247203174535;0.376839679887441;0.391518704063586;0.420139719948759;0.474229655048019;0.543201138653174,0.267903133521878;0.217527841853797;0.206218827635749;0.204247340762329;0.204710013895841;0.20561098295165;0.205762727942563;0.203966027924315;0.198629408576742;0.189474928723251;0.167457850586204;0.134169760503271;0.0641263627061811
4,6,14,0.843927353834,qokit-cpp-dd,0.195896503667674;0.329908467900381;0.352685703253268;0.359519219616788;0.359711243542678;0.358915095485039;0.358715288255423;0.360005319577874;0.364136585428582;0.373124614716394;0.389414836216182;0.419704190546778;0.475658870698566;0.544420619499238,0.266298839895361;0.21554655100341;0.204074076881915;0.202072890473586;0.202646913925809;0.203893842563083;0.204786258017334;0.204449970084396;0.201913268705392;0.195660715838282;0.1856868235861;0.162607487673701;0.128978715888665;0.0608955729455422
4,6,15,0.847039540520,qokit-cpp-dd,0.192231978372531;0.325164138700728;0.347854538161543;0.35452730986098;0.354456091064612;0.353306234912661;0.352551934943069;0.352893015753163;0.354780016985526;0.359998191076411;0.370309819301487;0.388014231503133;0.419789020196427;0.477063593373527;0.545641335797256,0.264622178483714;0.213473720863586;0.201887940250549;0.199859393136409;0.200486233447841;0.201905886254535;0.203164189030288;0.203478357371582;0.202514974949364;0.199221939334685;0.19223147963043;0.181453331387625;0.157662443559625;0.124060036624642;0.0576720101202184
4,6,16,0.849776575826,qokit-cpp-dd,0.18969673524932;0.322124937863181;0.344060134024007;0.349551285329832;0.3487531913562;0.347667897172263;0.346511500460742;0.346347061493434;0.347063462602096;0.349752228805306;0.356352340996165;0.368159229528564;0.387465533026687;0.420244003308085;0.478471924121061;0.546857877796221,0.263330549441;0.211156981451656;0.199960516662637;0.197925755303241;0.198537758308784;0.199963590712908;0.201437694737859;0.202095563211576;0.201835865090686;0.200067443480831;0.196385520963116;0.187991849254738;0.176983877614447;0.152630375844777;0.119315663667197;0.0545656742448938
4,7,1,0.638570346665,qokit-cpp-dd,0.424386784474097,0.234367153924738
4,7,2,0.690169234862,qokit-cpp-dd,0.32837248007374;0.517286475392047,0.275166052093724;0.172215930421985
4,7,3,0.722030041488,qokit-cpp-dd,0.283873379707926;0.449026491436149;0.504665389639794,0.284629859412821;0.221864113431517;0.14411482551514
4,7,4,0.743813352837,qokit-cpp-dd,0.257398214302233;0.408272190165423;0.446864914742296;0.497727278086571,0.284407993530426;0.232715245268302;0.201577218375741;0.125611615129984
4,7,5,0.759980124860,qokit-cpp-dd,0.239263850257372;0.383597272131258;0.409337316082342;0.44189563998578;0.492988144378051,0.283141096817859;0.234385819765167;0.214625530648932;0.188717479177821;0.112036495691017
4,7,6,0.772513056859,qokit-cpp-dd,0.226143752689761;0.365626105756922;0.387235476087313;0.404378940988375;0.436625084975841;0.489968035152389,0.281295969694532;0.2331380893112;0.218335865031173;0.204750335823047;0.178467967668945;0.101432763690053
4,7,7,0.782544370081,qokit-cpp-dd,0.216032581775419;0.351825367456554;0.371674375618471;0.383078451313907;0.397702277294323;0.432689121559748;0.488106874818114,0.279215311392715;0.231067581095456;0.218207310490195;0.210789475403431;0.197338014556473;0.169550281839969;0.0929016338874147
4,7,8,0.790772382408,qokit-cpp-dd,0.208053578345782;0.340879939104169;0.359762589684745;0.36841392744478;0.376303290904025;0.391896127755102;0.429960687647775;0.486941960709291,0.277206776031272;0.228676967271794;0.216645425989999;0.212003508214398;0.205600933402363;0.190900125341854;0.161543777190849;0.0858802616611888
4,7,9,0.797653465706,qokit-cpp-dd,0.201442353011425;0.331718446883276;0.350343319198052;0.357556686586118;0.361849390447605;0.370078101068402;0.387478682045458;0.42858493843525;0.486591075484411,0.275187482584397;0.226234927832256;0.214618948771515;0.211314434774369;0.208125979823967;0.201345505789599;0.185050667366707;0.15426324248404;0.0799046248140778
4,7,10,0.803500362410,qokit-cpp-dd,0.19600219918622;0.324023324359149;0.342536733675347;0.349012016356632;0.351382874687984;0.355425124592859;0.3649503893837;0.384238812090386;0.428101721171889;0.486704593063633,0.273320269700453;0.223861793707583;0.212411810297858;0.209797900875419;0.208327473582767;0.205100242985111;0.197431036263408;0.179507211645458;0.147548441305198;0.0747549924074867
4,7,11,0.808534169896,qokit-cpp-dd,0.191296302953414;0.317342956367617;0.33593112425495;0.341984880000103;0.343214762374194;0.345058101686799;0.349868846286127;0.360888637689857;0.382036488967776;0.428344225353187;0.487190734253999,0.271540813752805;0.221619439081258;0.210211246960375;0.20791049804763;0.207399781590366;0.206262827866308;0.202302959848852;0.193612507316252;0.174206168587034;0.141335033315484;0.070245756161119
4,7,12,0.812915747848,qokit-cpp-dd,0.187246207744716;0.311515283634381;0.330203721295614;0.336045531744683;0.336592908153957;0.337082810017793;0.339347139438735;0.345196053995466;0.35784972598346;0.380642746703046;0.429014581054849;0.487966684671434,0.269889068758188;0.219509015294826;0.208071006777491;0.205924599613017;0.205937466832473;0.205943924552138;0.204443237179369;0.199550339172119;0.189857684315792;0.169101775213265;0.135587390732471;0.0662861000933794
4,7,13,0.816764934642,qokit-cpp-dd,0.183555855148768;0.306066223335645;0.324930126559866;0.330602670488318;0.330786429759943;0.330482536472192;0.331087176790348;0.333884073067433;0.340964537217596;0.355318015853433;0.379620254568184;0.430091266596031;0.488773520275214,0.268171130637876;0.217391001238043;0.205825345259897;0.203743165721221;0.204049672732606;0.204700076448802;0.204409822181052;0.202220230421083;0.196362841609032;0.185653387616455;0.16378837722194;0.129864234540848;0.0625740034539691
4,7,14,0.820175695330,qokit-cpp-dd,0.180757577157303;0.30218048478936;0.320798248355753;0.326414277140039;0.326137137334653;0.325298462511288;0.325058552772878;0.326353592310336;0.330122388674302;0.338211979382755;0.354133005505004;0.379576199600801;0.431339561791488;0.490005140815987,0.267151138316035;0.215829810065802;0.204112437964462;0.201990839973698;0.20241362625891;0.203495365867084;0.204143016784997;0.203583460728663;0.200661648058953;0.193760177173655;0.182256337791665;0.159376950906492;0.125261538122701;0.0596056275310115
4,7,15,0.823213101703,qokit-cpp-dd,0.177969094411692;0.298896954553037;0.317096002962602;0.322415575341618;0.321840011418521;0.320553909227282;0.319791591663566;0.320338109198498;0.322448589406629;0.327065749438869;0.336338387722127;0.353433928282999;0.37989786454381;0.432592858679338;0.491235162734953,0.26606897116408;0.214221752679991;0.202374921945944;0.200219377352645;0.200688383569482;0.201966669527815;0.203064204382014;0.203316929464817;0.202134413980115;0.198365979521586;0.190707816181244;0.178425691939405;0.154909979088375;0.120887306801746;0.0566417916844634
4,7,16,0.825901203297,qokit-cpp-dd,0.175190406911933;0.296145899249587;0.313667873077692;0.318875951007912;0.317510898452342;0.316281008999086;0.314859151807932;0.315125325104015;0.316526545701316;0.319211888614958;0.325064591591272;0.334907177689889;0.3534363410966;0.380394192663551;0.433793732346324;0.49246358603211,0.26492462918201;0.21256762538549;0.200684034524717;0.198430841287348;0.198957550408454;0.200310894317791;0.20163925086349;0.202238821583463;0.201838697235991;0.19982715597803;0.19570841555991;0.186960774496147;0.174410238341608;0.150435114557742;0.116720771694391;0.0536824959143247
4,8,1,0.629124931820,qokit-cpp-dd,0.395811111923786,0.234647427977705
4,8,2,0.677373854090,qokit-cpp-dd,0.306100743613705;0.479874587433261,0.27439873179538;0.17206912989578
4,8,3,0.707259460774,qokit-cpp-dd,0.264684669404723;0.416400470813598;0.466274435260997,0.284085262956018;0.220488334785455;0.143772801736879
4,8,4,0.727784150827,qokit-cpp-dd,0.239995298090637;0.378685462285191;0.412820750495717;0.458717698572459,0.284075761094034;0.231650716268778;0.199724433756808;0.125080615230288
4,8,5,0.743078060616,qokit-cpp-dd,0.223021094870678;0.355723685702547;0.378378801120554;0.407648114528655;0.453628558671094,0.282978252362721;0.233665028067354;0.213385563450392;0.186600805217571;0.111408201055334
4,8,6,0.754972463110,qokit-cpp-dd,0.210763276043527;0.339089626114662;0.357755698560759;0.373125570268016;0.402364615683824;0.450306559582814,0.28131630413997;0.232631483776099;0.217331261538511;0.203318139036109;0.176133874567614;0.100773957338273
4,8,7,0.764520352773,qokit-cpp-dd,0.201276738415628;0.326195272998983;0.343363456262108;0.353367418879854;0.366618333246136;0.398637616827624;0.448256034303109,0.279296179178468;0.230713533186301;0.217481790849895;0.209592241103107;0.195787499816463;0.167072366758072;0.0921663892982766
4,8,8,0.772373376173,qokit-cpp-dd,0.193806900770659;0.316004041353595;0.332326255639583;0.339832242091711;0.346824206652525;0.361066416311308;0.396102099897877;0.446898904723756,0.277364899200888;0.228452281693535;0.216098355800499;0.211136063355136;0.204183496842146;0.189223875962822;0.158932443201868;0.0850766656804255
4,8,9,0.778957607019,qokit-cpp-dd,0.187638642297136;0.307488175200917;0.323577776742015;0.329765865969192;0.333474670252132;0.340952545632702;0.356839541657601;0.394797118224987;0.446319506587004,0.275413667396867;0.226099420721943;0.214208321681672;0.210636713271709;0.207133812950973;0.199693256770341;0.183220265287227;0.15154725746461;0.0790634684389546
4,8,10,0.784564982350,qokit-cpp-dd,0.182534924528601;0.300305924045412;0.316325443271972;0.321834680674564;0.323767869847648;0.327405270624017;0.336172474059208;0.353750849975583;0.394330254312424;0.446157572639658,0.273576549713864;0.22379593037926;0.21210415395084;0.209266639778513;0.207545960150148;0.203982497010069;0.195527321118752;0.17754098382487;0.144755283964515;0.0738806446315559
4,8,11,0.789402391494,qokit-cpp-dd,0.178137748721173;0.294081416092531;0.310182297870118;0.31531242244936;0.316205781290317;0.317795448250787;0.322195423754667;0.332433927679328;0.351641022184049;0.394504373605434;0.446359145688385,0.271823854713151;0.221600883274254;0.209972820749339;0.207499464824589;0.206784004914881;0.205369768400094;0.201077664348103;0.191469919182905;0.172115577112993;0.138497515507089;0.0693693735441129
4,8,12,0.793620907040,qokit-cpp-dd,0.174404559340059;0.288788406957669;0.304913079570992;0.309793697276685;0.310059024183269;0.310411553822744;0.312452761974911;0.317838035656055;0.329674356810576;0.35030273064196;0.395084203034922;0.446818195549773,0.270260839685612;0.219592433912925;0.207896483964552;0.205587684692521;0.205449812771579;0.205239201558063;0.203426251303131;0.198203730839645;0.187466542048296;0.166892049222488;0.132705650819091;0.0654026439404517
4,8,13,0.797333320441,qokit-cpp-dd,0.17095902428604;0.283808318861412;0.300100502355592;0.304796575469134;0.304703798727714;0.304309165711462;0.304770868661344;0.307329750128981;0.313850273115372;0.327350252785708;0.349368676069014;0.396008716988266;0.447303422507859,0.268621577022338;0.217574814598607;0.205722370066886;0.203478376322273;0.203644818607498;0.204127526114306;0.203559659467222;0.20103224572002;0.19481825549277;0.182997874797531;0.161465594963221;0.126984731844805;0.0616563977623858
4,8,14,0.800621382458,qokit-cpp-dd,0.167589830309325;0.279221944439943;0.295470434652282;0.300091165713054;0.299750241591072;0.298916956305528;0.298592682092395;0.299537089287976;0.302948191082099;0.310744329642118;0.325643431418604;0.348979622544099;0.396916007441304;0.447799965563052,0.266929750954901;0.215547659234666;0.203530271532108;0.201278806843153;0.201605864145162;0.202457943305702;0.202566124594414;0.201283389567897;0.197951808798156;0.190815490537949;0.178108162582835;0.15595208037168;0.121532588200379;0.0579544341019847
4,8,15,0.803531077685,qokit-cpp-dd,0.164250174397748;0.275273575407262;0.291229083561595;0.295588863442362;0.295032070150945;0.293900444641833;0.293124323875299;0.293358817930382;0.295009418274273;0.299443110990143;0.308406648147018;0.324498691895518;0.348959743942703;0.397777040691592;0.448297738300782,0.265192721367602;0.213467227957771;0.201330476227826;0.199052471866504;0.199455296057478;0.200511292257468;0.200990786173829;0.200299681954137;0.198333429790993;0.19422958052741;0.186314982389453;0.17295249243047;0.150454298392157;0.116322560893713;0.0542629825254753
4,8,16,0.806063611510,qokit-cpp-dd,0.16094005655131;0.271910037244547;0.287260427158238;0.291516626943108;0.290288007046796;0.289239631163808;0.287970521006629;0.287927114796506;0.288885377688941;0.291305175483223;0.296900551989969;0.306515426244844;0.324108884575393;0.34908333614375;0.398542108492756;0.448796740721049,0.263410488260441;0.211333328769851;0.199186838784719;0.19681964137156;0.197287821754342;0.198442942209585;0.199144042824072;0.198692822315397;0.197324758904495;0.194648695262707;0.189973741247419;0.181339879199113;0.167671550657072;0.145001733030983;0.111336842135152;0.0505820430328575
5,6,1,0.658625024633,qokit-cpp-dd,0.475168754303015,0.199630657418032
5,6,2,0.717596550590,qokit-cpp-dd,0.373635603175891;0.568355515339581,0.228213221194917;0.148473014836235
5,6,3,0.753676090021,qokit-cpp-dd,0.32627285787502;0.498080388972289;0.553596235884798,0.23167410562398;0.187875052359039;0.125999981470272
5,6,4,0.778129586548,qokit-cpp-dd,0.298389441524934;0.454992226932081;0.492542094702468;0.544385335059411,0.228613420254516;0.192584273797669;0.174307223330781;0.111245676584347
5,6,5,0.796091880731,qokit-cpp-dd,0.279603856759051;0.429814653192426;0.453453342300992;0.483744109111309;0.537321728796568,0.225556583044133;0.191354906683288;0.181101312709117;0.165726541758769;0.100231188154739
